UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LOCALIDAD;CONSUMO_KW;POTENCIA_CONTRATADA;MONTO_SOLES
150808;LIMA;HUAURA;PACCHO;MUZGA;22;1;10.7
150808;LIMA;HUAURA;PACCHO;MUZGA;21;1;10.6
150808;LIMA;HUAURA;PACCHO;MUZGA;0;1;6.2
150808;LIMA;HUAURA;PACCHO;MUZGA;34;1;24
150808;LIMA;HUAURA;PACCHO;LLAMAY;4;1;6.8
150905;LIMA;OYON;NAVAN;LIPLE (VIRGEN DEL CARMEN DE LIPLE);0;1;4.8
150905;LIMA;OYON;NAVAN;LIPLE (VIRGEN DEL CARMEN DE LIPLE);46;1;34.9
150905;LIMA;OYON;NAVAN;NAVAN;20;1;10.2
150905;LIMA;OYON;NAVAN;NAVAN;26;1;11.5
150905;LIMA;OYON;NAVAN;NAVAN;17;1;9.7
150905;LIMA;OYON;NAVAN;CONCHAO (SAN JERONIMO DE CONCHAO);21;1;10.2
150905;LIMA;OYON;NAVAN;CONCHAO (SAN JERONIMO DE CONCHAO);1;1;6.3
150905;LIMA;OYON;NAVAN;CONCHAO (SAN JERONIMO DE CONCHAO);10;1;5.8
150905;LIMA;OYON;NAVAN;HUALALIN;1;1;5.6
150905;LIMA;OYON;NAVAN;HUALALIN;44;1;56.4
150904;LIMA;OYON;COCHAMARCA;COCHAMARCA;7;1;7.5
150904;LIMA;OYON;COCHAMARCA;COCHAMARCA;12;1;7.4
150904;LIMA;OYON;COCHAMARCA;COCHAMARCA;0;1;6.1
150904;LIMA;OYON;COCHAMARCA;COCHAMARCA;121;5;299.8
150904;LIMA;OYON;COCHAMARCA;SAN JUAN DE YARUCAYA;0;1;12
150904;LIMA;OYON;COCHAMARCA;SAN JUAN DE YARUCAYA;0;1;51.3
150611;LIMA;HUARAL;SUMBILCA;CUCAPUNCO;6;1;6.8
150611;LIMA;HUARAL;SUMBILCA;CUCAPUNCO;0;1;5.8
150611;LIMA;HUARAL;SUMBILCA;CUCAPUNCO;1;1;6.3
150611;LIMA;HUARAL;SUMBILCA;CAPIA;2;1;6.4
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;9;1;0
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;4;1;6.1
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;PAMPACOCHA;7;1;7.4
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;PAMPACOCHA;25;1;11.5
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;PAMPACOCHA;0;1;6.2
150402;LIMA;CANTA;ARAHUAY;ARAHUAY;1109;5;2701.2
150403;LIMA;CANTA;HUAMANTANGA;PURUCHUCO;1;3;22.5
150402;LIMA;CANTA;ARAHUAY;ARAHUAY;0;3;5.8
150611;LIMA;HUARAL;SUMBILCA;SUMBILCA;16;3;7.2
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;26;3;11.7
150405;LIMA;CANTA;LACHAQUI;BELLAVISTA;3;3;6.3
150405;LIMA;CANTA;LACHAQUI;SAN JUAN DE VISCAS (VISCAS);0;3;6.2
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;0;3;6
150405;LIMA;CANTA;LACHAQUI;BELLAVISTA;0;3;6.2
150403;LIMA;CANTA;HUAMANTANGA;QUIPAN;0;3;6.1
150405;LIMA;CANTA;LACHAQUI;BELLAVISTA;0;3;12.4
150405;LIMA;CANTA;LACHAQUI;SAN JUAN DE VISCAS (VISCAS);7;3;7.6
150403;LIMA;CANTA;HUAMANTANGA;PURUCHUCO;0;3;6.2
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;PUERTO ELISA;1;1;25.7
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;UNGUMAYO;12;1;8.7
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;17;3;10
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;SAN JUAN;0;3;6.2
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;SANTANA;2;1;20
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;SANTANA;8;1;24.3
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;SAN JUAN;12;1;8.7
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;SAN JUAN;17;1;10.1
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);6;1;7.4
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);1;1;22.6
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);14;1;9.1
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);8;1;7.9
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;SANTANA;0;1;7.5
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;RECREO;6;1;554.7
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;31;1;21.5
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;94;1;162.8
160305;LORETO;LORETO;URARINAS;CAIMITUYO;4;1;7
160305;LORETO;LORETO;URARINAS;URARINAS;3;1;6.8
160305;LORETO;LORETO;URARINAS;REFORMA;52;1;41.3
160305;LORETO;LORETO;URARINAS;REFORMA;40;1;30
151016;LIMA;YAUYOS;HUANTAN;ATCAS;42;5;129.4
151016;LIMA;YAUYOS;HUANTAN;ATCAS;1;1;5.3
151016;LIMA;YAUYOS;HUANTAN;ATCAS;2;1;6.9
150806;LIMA;HUAURA;HUAURA;CALDERA;27;1;16.6
150806;LIMA;HUAURA;HUAURA;CALDERA;85;1;78.2
150806;LIMA;HUAURA;HUAURA;CALDERA;69;1;62.9
50619;AYACUCHO;LUCANAS;SANCOS;PALCA;15;3;12
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;26;3;39.7
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;32;3;102.4
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;44;3;39.1
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;7;3;8.9
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;80;3;104.2
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;28;3;17.2
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;4;3;7.7
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;63;3;57.7
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;9;3;19.9
50705;AYACUCHO;PARINACOCHAS;PULLO;PUEBLO NUEVO DE HUILLCALLAMA;52;3;46.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;EL POZO;6;1;8.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;EL POZO;129;1;126.7
40309;AREQUIPA;CARAVELI;HUANUHUANU;EL POZO;7;1;7.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;EL POZO;65;1;59.4
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;16;1;12.5
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;1;1;6.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;55;1;49.9
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;56;1;50.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;10;1;46.7
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;16;1;11.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;23;1;25.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;0;1;6.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;77;1;131.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;4;1;6.7
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;15;1;12
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;4;1;2082.5
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;26;1;22.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;18;1;13.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;2;1;23.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;0;1;64.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;19;1;17.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;174;1;210.1
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;24;1;15.5
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;12;1;13.1
40309;AREQUIPA;CARAVELI;HUANUHUANU;TOCOTA;0;1;6.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;HUANUHUANU;0;1;6.1
40309;AREQUIPA;CARAVELI;HUANUHUANU;LA PAMPA;8;1;9.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;LA PAMPA;60;1;54.4
50619;AYACUCHO;LUCANAS;SANCOS;CHICALLE;6;1;8.5
50619;AYACUCHO;LUCANAS;SANCOS;CHICALLE;0;1;6.2
150201;LIMA;BARRANCA;BARRANCA;ARAYA GRANDE;22;0.63;14.7
150611;LIMA;HUARAL;SUMBILCA;CAPIA;32;1;22.5
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;0;1;0
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;0;1;5.6
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;27;1;10.7
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;2;1;6.4
150611;LIMA;HUARAL;SUMBILCA;LLANCAY;42;1;31.8
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;PAMPACOCHA;14;1;8.2
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;PAMPACOCHA;0;1;6.1
150403;LIMA;CANTA;HUAMANTANGA;HUAMANTANGA;50;5;132.3
150402;LIMA;CANTA;ARAHUAY;ARAHUAY;527.5;2.5;1302.7
150405;LIMA;CANTA;LACHAQUI;SAN LORENZO DE COCHABAMBA;0;3;0
150402;LIMA;CANTA;ARAHUAY;COLLO;43;3;32.2
160305;LORETO;LORETO;URARINAS;REFORMA;43;1;32.8
160305;LORETO;LORETO;URARINAS;URARINAS;97;3;83.8
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);14;1.8;9.1
160305;LORETO;LORETO;URARINAS;CAIMITUYO;10;3;8.3
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);4;3;7
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;7;3;7.6
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;RECREO;8;1;7.9
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;PUERTO ELISA;16;1;9.5
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;PUERTO ELISA;33;1;40.8
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);9;1;8.1
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);1;1;6.4
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;CHARAPA COCHA;8;1;16
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;RECREO;7;1;7.6
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;MUSAKARUSHA;9;1;121.4
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;0;1;44.5
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;NARANJAL MARAÑON;5;1;28.4
160305;LORETO;LORETO;URARINAS;CAIMITUYO;7;1;7.6
160305;LORETO;LORETO;URARINAS;CAIMITUYO;2;1;6.6
160305;LORETO;LORETO;URARINAS;REFORMA;32;1;22.5
151016;LIMA;YAUYOS;HUANTAN;ATCAS;0;1;6.2
151016;LIMA;YAUYOS;HUANTAN;ATCAS;0;1;6.2
151016;LIMA;YAUYOS;HUANTAN;ATCAS;1;1;6.6
151016;LIMA;YAUYOS;HUANTAN;ATCAS;1;1;6.5
151016;LIMA;YAUYOS;HUANTAN;ATCAS;0;1;6.2
151016;LIMA;YAUYOS;HUANTAN;ATCAS;0;1;6.1
150806;LIMA;HUAURA;HUAURA;CALDERA;83;1;93.5
150806;LIMA;HUAURA;HUAURA;CALDERA;38;1;33.4
150806;LIMA;HUAURA;HUAURA;CALDERA;60;1;54.4
150806;LIMA;HUAURA;HUAURA;CALDERA;0;1;48.5
150806;LIMA;HUAURA;HUAURA;CALDERA;20;1;13.9
150806;LIMA;HUAURA;HUAURA;CALDERA;414;1;461.3
150806;LIMA;HUAURA;HUAURA;CALDERA;16;1;12.4
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;37;1;40.4
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;0;1;6.1
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;93;1;86
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;24;1;15.6
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;35;1;30.7
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;107;1;105.8
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;61;1;121
150806;LIMA;HUAURA;HUAURA;HUAURA;13;1;11
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;16;1;12.4
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;1;1;6.5
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;0;1;12.8
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;123;1;121
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;10;1;10.1
150806;LIMA;HUAURA;HUAURA;ACARAY;53;1;109.6
150806;LIMA;HUAURA;HUAURA;ACARAY;93;1;86.1
150806;LIMA;HUAURA;HUAURA;ACARAY;65;1;98.5
150806;LIMA;HUAURA;HUAURA;ACARAY;95;1;686
150806;LIMA;HUAURA;HUAURA;HUAURA;92;1;85.7
150806;LIMA;HUAURA;HUAURA;HUAURA;79;1;140.7
150806;LIMA;HUAURA;HUAURA;HUAURA;70;1;63.9
150806;LIMA;HUAURA;HUAURA;RONTOY;0;1;6
150806;LIMA;HUAURA;HUAURA;RONTOY;49;1;96.8
150806;LIMA;HUAURA;HUAURA;RONTOY;94;1;167.2
150811;LIMA;HUAURA;SAYAN;TRES MONTONES;104;1;102.9
150811;LIMA;HUAURA;SAYAN;TRES MONTONES;35;1;51.5
150811;LIMA;HUAURA;SAYAN;TRES MONTONES;70;1;127.6
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;96;1;89
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;6;1;8.5
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;79;1;147.3
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMBOY;12;1;13.8
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;1;1;6.5
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;4;1;7.7
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;42;1;37.3
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;53;1;47.7
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;22;1;14.7
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;13;1;11.2
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;9;1;9.6
150807;LIMA;HUAURA;LEONCIO PRADO;PARAN;11;1;11.7
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;7;1;8.9
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;20;3;14
150807;LIMA;HUAURA;LEONCIO PRADO;HUAMPAN;0;3;12.4
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;22;3;14.7
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;5;3;8.1
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;52;3;46.7
150807;LIMA;HUAURA;LEONCIO PRADO;TAN TAN;11;3;23.5
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;28;3;34.2
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;67;3;61.4
150807;LIMA;HUAURA;LEONCIO PRADO;LEONCIO PRADO;26;3;16.3
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;35;3;30.6
150807;LIMA;HUAURA;LEONCIO PRADO;AUQUIMARCA;15;3;12.1
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA ALTO;28;3;24.7
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;5;3;8.2
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;19;3;13.5
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;4;3;7.7
150807;LIMA;HUAURA;LEONCIO PRADO;AUQUIMARCA;30;3;17.8
150807;LIMA;HUAURA;LEONCIO PRADO;PICHUPAMPA;32;3;27.9
150606;LIMA;HUARAL;IHUARI;DOS DE MAYO;13;3;11.2
150807;LIMA;HUAURA;LEONCIO PRADO;AUQUIMARCA;9;3;9.6
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;0;3;6.2
150807;LIMA;HUAURA;LEONCIO PRADO;SANTA CRUZ;9;3;9.6
150807;LIMA;HUAURA;LEONCIO PRADO;SANTO DOMINGO DE APACHE;0;2;6.2
150811;LIMA;HUAURA;SAYAN;SAYAN;1;3;0
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;29;3;17.4
150811;LIMA;HUAURA;SAYAN;SAYAN;5;3;8.2
150806;LIMA;HUAURA;HUAURA;VILCAHUAURA;98;3;91.3
150806;LIMA;HUAURA;HUAURA;DESAGRAVIO;39;3;34.5
150806;LIMA;HUAURA;HUAURA;ACARAY;16;3;28.8
150806;LIMA;HUAURA;HUAURA;SAN JORGE;0;3.01;6.2
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;42;1;37.4
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;94;1;86.7
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;4;1;7.7
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;66;1;60.7
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;6;1;8.5
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;43;1;38.3
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;32;1;27.7
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;40;1;80.3
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;19;1;13.6
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;114;1;112.4
150204;LIMA;BARRANCA;SUPE;SUPE;0;1;6.2
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;0;1;6.2
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;0;1;6.2
150204;LIMA;BARRANCA;SUPE;SUPE;18;5;57.4
150204;LIMA;BARRANCA;SUPE;JESUS DE NAZARET;50;1;44.9
150204;LIMA;BARRANCA;SUPE;SANTO DOMINGO;0;1;6.3
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;0;1;6.2
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;13;1;11.7
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;22;1;14.7
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;61;1;107.2
150204;LIMA;BARRANCA;SUPE;SUPE;8;1;9.3
150204;LIMA;BARRANCA;SUPE;SUPE;30;1;280.5
150204;LIMA;BARRANCA;SUPE;SUPE;66;1;196.3
150204;LIMA;BARRANCA;SUPE;SUPE;0;1;29.5
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;78;1;95.5
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;6;1;9
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;52;1;46.8
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;15;1;15.9
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;92;1;84.8
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;35;1;30.7
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;1;1;29.2
150204;LIMA;BARRANCA;SUPE;PAN DE AZUCAR;24;1;15.6
150204;LIMA;BARRANCA;SUPE;PAN DE AZUCAR;78;1;72.3
150204;LIMA;BARRANCA;SUPE;PAN DE AZUCAR;117;1;116
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;2;3;7
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;35;3;30.5
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;0;3;6.2
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;527.5;2.5;1493.7
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;101;3;100.7
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;60;3;54.4
150204;LIMA;BARRANCA;SUPE;SUPE;2;3;6.9
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;27;3;16.7
150204;LIMA;BARRANCA;SUPE;CIUDAD DEL AGRO;75;3;68.7
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;76;3;69.6
150204;LIMA;BARRANCA;SUPE;VIRGEN DEL ROSARIO;56;3;80.5
150204;LIMA;BARRANCA;SUPE;SUPE;4;3;7.7
150204;LIMA;BARRANCA;SUPE;SANTO DOMINGO;101;3;100.6
150204;LIMA;BARRANCA;SUPE;MICAELA BASTIDAS;420;6;5267.1
150204;LIMA;BARRANCA;SUPE;VIRGEN DE LAS MERCEDES;3;1.96;7.3
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;34;3;29.7
40309;AREQUIPA;CARAVELI;HUANUHUANU;HUANUHUANU;1184;3;3305.9
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;85;3;78.5
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;82;3;106.2
50705;AYACUCHO;PARINACOCHAS;PULLO;PULLO;94;3;86.9
40309;AREQUIPA;CARAVELI;HUANUHUANU;EL POZO;15;3;12.1
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;216;3;281.2
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);77;3;145.5
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;41;3;36.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;34;3;43.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;40;3;35.4
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;25;3;31.9
50705;AYACUCHO;PARINACOCHAS;PULLO;PUEBLO NUEVO DE HUILLCALLAMA;0;3;9.9
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;6;3;8.5
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;12;3;10.8
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;0;3;6.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;83;3;179.7
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;44;3;177.6
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;9;3;19.4
40309;AREQUIPA;CARAVELI;HUANUHUANU;LA PAMPA;334;3;380.7
50705;AYACUCHO;PARINACOCHAS;PULLO;PUEBLO NUEVO DE HUILLCALLAMA;5;3;16.4
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;54;3;48.7
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;10;3;22.6
50705;AYACUCHO;PARINACOCHAS;PULLO;RELAVE;32;3;57.7
50619;AYACUCHO;LUCANAS;SANCOS;SAN LUIS ALTA;7;3;8.9
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA;9;3;9.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;EL POZO;3;1;7.4
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;109;1;108.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;62;1;56.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;11;1;12.5
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;121;1;245.1
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;75;1;180.1
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;23;1;15.1
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;73;1;61.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;66;1;116.4
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;0;1;147.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;59;1;91.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;47;1;70.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;1;1;6.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;53;1;47.4
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;45;1;142.5
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;2;1;24.3
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;11;1;11.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;13;1;11.2
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;19;1;13.5
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;33;1;28.7
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;6;1;8.4
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;66;1;120.9
40309;AREQUIPA;CARAVELI;HUANUHUANU;MOLLEHUACA;4;1;7.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;TOCOTA;1;1;6.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;HUANUHUANU;0;1;5.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;HUANUHUANU;50;1;54.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;HUANUHUANU;0;1;5.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;HUANUHUANU;95;1;324.8
40309;AREQUIPA;CARAVELI;HUANUHUANU;SAN JUAN DEL POZO;1;1;6.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;LA PAMPA;149;1;169.1
40309;AREQUIPA;CARAVELI;HUANUHUANU;LA PAMPA;34;1;29.6
40309;AREQUIPA;CARAVELI;HUANUHUANU;LA PAMPA;40;1;35.3
50619;AYACUCHO;LUCANAS;SANCOS;CHICALLE;3;1;7.3
50619;AYACUCHO;LUCANAS;SANCOS;CHICALLE;38;1;33.5
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);21;1;14.6
50619;AYACUCHO;LUCANAS;SANCOS;SANTA FILOMENA (SAN LUIS);1;1;6.5
